Aw_Tm,Aw_W,Aw_Wpct,Aw_Poss,Aw_OppPoss,Aw_PassOffEff,Aw_RushOffEff,Aw_PassDefEff,Aw_RushDefEff,Aw_TmOffEff,Aw_TmDefEff,Aw_TmEff,Aw_TmLuckW,Aw_Pts,Aw_OppPts,Aw_TmDiv,Aw_WStreak,Aw_AvgMoV,Aw_TotPtDiff,Aw_OppSOS,Aw_PassCmppct,Aw_PassAdjYdsAtt,Aw_RushYdsAtt,Aw_PassTDG,Aw_RushTDG,Aw_FGpct,Aw_PenYdsG,Aw_TOVG,Aw_TO,Aw_Dwn3Conv,Aw_OppPassCmppct,Aw_OppPassAdjYdsAtt,Aw_OppRushYdsAtt,Aw_OppPassTDG,Aw_OppRushTDG,Aw_OppFGpct,Aw_OppPenYdsG,Aw_OppTOVG,Aw_OppDwn3Conv,Aw_TmLuck,Game Date,Aw_Season,Hm_Tm,Hm_W,Hm_Wpct,Hm_Poss,Hm_OppPoss,Hm_PassOffEff,Hm_RushOffEff,Hm_PassDefEff,Hm_RushDefEff,Hm_TmOffEff,Hm_TmDefEff,Hm_TmEff,Hm_TmLuckW,Hm_Pts,Hm_OppPts,Hm_TmDiv,Hm_WStreak,Hm_AvgMoV,Hm_TotPtDiff,Hm_OppSOS,Hm_PassCmppct,Hm_PassAdjYdsAtt,Hm_RushYdsAtt,Hm_PassTDG,Hm_RushTDG,Hm_FGpct,Hm_PenYdsG,Hm_TOVG,Hm_TO,Hm_Dwn3Conv,Hm_OppPassCmppct,Hm_OppPassAdjYdsAtt,Hm_OppRushYdsAtt,Hm_OppPassTDG,Hm_OppRushTDG,Hm_OppFGpct,Hm_OppPenYdsG,Hm_OppTOVG,Hm_OppDwn3Conv,Hm_TmLuck,Hm_Season,Matchup,Home Team,Home Elo,Home Lg Rank,Away Team,Away Elo,Away Lg Rank,Home W,Home Pt Diff,Home Spread,Home Spread W,Home Moneyline,Away Moneyline,Divisional Game,Playoff Game
TAM,1.0,1.0,14.0,12.0,25.099999999999994,-0.7857142857142856,11.299999999999997,-1.6363636363636358,2.2142857142857144,2.0,0.2142857142857144,0.6471561715666957,31.0,24.0,NFC South,1,7.0,7,0.5,0.7190000000000001,9.88,3.2142857142857144,4.0,3.2,1.0,48.0,1.0,-1.0,0.3,0.6920000000000001,9.28,2.363636363636364,2.0,2.4,1.0,74.0,0.0,0.3,0.3528438284333043,2016-09-18,2016,ARI,0.0,0.0,12.0,11.0,2.5,0.8421052631578947,5.200000000000003,-0.580645161290323,1.75,2.090909090909091,-0.34090909090909083,0.44630705217803657,21.0,23.0,NFC West,-1,-2.0,-2,0.5,0.649,7.89,4.842105263157895,2.0,4.8,0.0,58.0,0.0,2.0,0.5,0.727,8.39,3.419354838709677,1.0,3.4,1.0,69.0,2.0,0.5,-0.44630705217803657,2016,TAM vs. ARI,ARI,1450.0,17.0,TAM,1550.0,1.0,1,33,-7.5,1,-330.0,289.0,0,0
ARI,1.0,0.5,13.0,14.0,8.100000000000001,0.17105263157894735,-28.7,-0.2665130568356373,2.303571428571429,1.2513368983957218,1.0522345301757068,1.4304917754667814,30.5,15.0,NFC West,1,15.5,31,1.0,0.589,9.4,4.171052631578947,2.5,4.15,0.5,44.0,0.0,7.0,0.4642857142857143,0.623,4.78,3.7334869431643627,1.0,3.7,0.5,54.0,3.5,0.4642857142857143,-0.4304917754667814,2016-09-25,2016,BUF,0.0,0.0,11.0,10.0,-4.949999999999996,-0.38267543859649145,6.099999999999994,-0.8095238095238095,1.6416666666666666,2.5,-0.8583333333333334,0.5840584059910943,19.0,25.0,AFC East,-2,-6.0,-12,0.0,0.6475,7.355,3.6173245614035086,1.5,3.6,0.5,74.0,0.5,1.0,0.2653846153846154,0.6865,9.445,3.1904761904761907,1.0,3.2,1.0,42.5,1.0,0.2653846153846154,-0.5840584059910943,2016,ARI vs. BUF,BUF,1400.0,25.0,ARI,1514.0064999802885,9.0,1,15,5.0,1,195.0,-218.0,0,0
LAR,2.0,0.6666666666666666,14.0,12.0,-17.5,-1.1739130434782608,-15.799999999999997,-0.42857142857142794,0.8181818181818182,2.3333333333333335,0.18131868131868112,1.5162816326931745,9.0,28.0,NFC West,2,5.0,-17,0.75,0.5379999999999999,6.85,2.8260869565217392,0.0,2.8,1.0,78.0,2.0,0.0,0.25,0.629,6.83,3.571428571428572,1.0,3.6,0.5,80.0,1.0,0.25,0.4837183673068255,2016-10-02,2016,ARI,1.0,0.3333333333333333,14.0,14.0,2.5,0.0,-53.1,0.04761904761904834,1.75,2.090909090909091,-0.34090909090909083,1.6225732089705613,21.0,23.0,NFC West,-1,-2.0,16,0.5,0.529,7.89,4.0,2.0,4.0,1.0,50.0,0.0,3.0,0.42857142857142855,0.56,1.76,4.047619047619048,1.0,4.0,1.0,69.0,2.0,0.42857142857142855,-0.6225732089705613,2016,LAR vs. ARI,ARI,1448.1642063695244,16.0,LAR,1559.9838184071837,6.0,0,-4,-10.0,0,-414.0,357.0,1,0
ARI,1.0,0.25,15.0,12.5,-20.15,0.3599999999999999,-23.95,-0.2665130568356373,1.4375,1.8181818181818181,-0.5369318181818181,1.9687730286452885,19.5,20.0,NFC West,-2,-3.0,12,0.5555555555555555,0.5515,5.935,4.359999999999999,1.5,4.35,1.0,47.5,2.5,-1.0,0.44505494505494503,0.5800000000000001,5.075,3.7334869431643627,1.0,3.7,1.0,72.0,1.5,0.44505494505494503,-0.9687730286452885,2016-10-06,2016,SFO,1.0,0.25,13.0,13.5,-25.799999999999997,-0.3866995073891619,8.449999999999996,0.426765475152572,1.69375,2.133603238866397,-0.4398532388663968,1.679935879417179,22.5,30.5,NFC West,-3,-13.0,-17,0.38888888888888884,0.5945,5.3100000000000005,3.613300492610838,1.0,3.6500000000000004,1.0,33.5,1.0,2.0,0.37815126050420167,0.6439999999999999,8.75,4.426765475152572,2.0,4.449999999999999,1.0,50.0,2.0,0.37815126050420167,-0.679935879417179,2016,ARI vs. SFO,SFO,1400.2486398273843,17.0,ARI,1413.7228144852554,17.0,0,-12,3.5,0,169.0,-188.0,1,0
NYJ,1.0,0.2,13.0,12.0,-23.200000000000003,0.23529411764705888,13.200000000000003,-1.3333333333333335,1.4166666666666667,2.5833333333333335,-0.8333333333333333,1.4476911793166822,17.0,27.0,AFC East,-3,-10.0,-44,0.47916666666666663,0.561,5.23,4.235294117647059,1.0,4.2,1.0,50.0,1.0,-9.0,0.4666666666666667,0.723,9.97,2.6666666666666665,3.0,2.7,1.0,59.0,1.0,0.4666666666666667,-0.44769117931668223,2016-10-17,2016,ARI,2.0,0.4,16.0,14.0,-24.099999999999994,0.6486486486486482,-47.5,0.04761904761904834,1.75,1.5454545454545454,-0.34090909090909083,2.713598985809482,21.0,21.0,NFC West,1,-2.0,24,0.47916666666666663,0.529,5.57,4.648648648648648,2.0,4.6,1.0,50.0,0.0,2.0,0.42857142857142855,0.581,2.1,4.047619047619048,1.0,4.0,1.0,69.0,2.0,0.42857142857142855,-0.7135989858094818,2016,NYJ vs. ARI,ARI,1461.784696441998,15.0,NYJ,1386.6178640610829,22.0,1,25,-7.5,1,-350.0,305.0,0,0
SEA,4.0,0.8,12.0,12.0,-12.200000000000003,-1.2083333333333335,-30.400000000000006,-1.1,2.25,1.2857142857142858,0.6000000000000001,2.8186843620447135,26.0,17.0,NFC West,3,2.0,27,0.4083333333333333,0.6759999999999999,7.05,2.7916666666666665,1.0,2.8,1.0,69.0,1.0,1.0,0.3125,0.561,5.17,2.9,0.0,2.9,1.0,60.0,1.0,0.3125,1.1813156379552865,2016-10-23,2016,ARI,3.0,0.5,15.0,13.0,-14.299999999999997,0.684324324324324,-50.3,-0.2665130568356373,1.90625,1.4727272727272727,0.16079545454545463,3.708600521557497,24.5,19.0,NFC West,2,5.0,49,0.42333333333333334,0.5515,6.285,4.684324324324324,1.5,4.65,1.0,50.0,0.0,4.0,0.44505494505494503,0.5705,2.495,3.7334869431643627,1.0,3.7,1.0,72.0,2.0,0.44505494505494503,-0.7086005215574969,2016,SEA vs. ARI,ARI,1501.1329922287714,14.0,SEA,1634.3871581418966,3.0,0,0,-2.5,0,-134.0,121.0,1,0
ARI,3.0,0.42857142857142855,14.0,14.0,-22.200000000000003,0.6486486486486482,-47.5,-0.580645161290323,1.75,1.4,0.0,4.208600521557497,21.0,17.0,NFC West,0,0.0,49,0.48611111111111116,0.574,6.35,4.648648648648648,1.0,4.6,1.0,50.0,0.0,4.0,0.46153846153846156,0.581,2.89,3.419354838709677,1.0,3.4,1.0,75.0,2.0,0.46153846153846156,-1.2086005215574973,2016-10-30,2016,CAR,1.0,0.16666666666666666,13.5,13.5,-25.300000000000004,0.28578578578578595,-9.25,-0.972972972972973,1.8692307692307693,1.7916666666666665,-0.21291208791208782,2.5178890957999336,26.5,24.5,NFC South,-4,-3.0,-15,0.6333333333333333,0.6054999999999999,6.285,4.2857857857857855,1.5,4.3,0.8333333333333333,57.5,2.5,-8.0,0.40625,0.6675,6.79,3.027027027027027,1.5,3.05,1.0,46.0,1.0,0.40625,-1.5178890957999336,2016,ARI vs. CAR,CAR,1340.9847455747836,26.0,ARI,1469.4217229345568,17.0,1,10,-2.5,1,-134.0,121.0,0,0
SFO,1.0,0.125,14.5,15.0,-30.449999999999996,0.27464157706093184,8.449999999999996,0.8655578655578662,1.41875,2.2730263157894735,-0.8980263157894737,2.379195964871231,19.5,35.5,NFC West,-7,-17.5,-93,0.4064625850340136,0.5705,5.3100000000000005,4.274641577060931,1.0,4.300000000000001,1.0,34.5,2.0,-6.0,0.2857142857142857,0.6439999999999999,8.75,4.865557865557866,2.0,4.9,1.0,50.0,1.5,0.2857142857142857,-1.379195964871231,2016-11-13,2016,ARI,3.0,0.375,14.0,13.0,-13.350000000000001,0.3243243243243241,-35.05,-0.3319892473118282,1.6442307692307692,1.4727272727272727,-0.17045454545454541,4.485288089381994,20.5,19.0,NFC West,-1,-1.0,39,0.4404761904761905,0.583,6.675,4.324324324324325,1.5,4.3,1.0,50.0,0.0,3.0,0.44505494505494503,0.5705,4.215,3.668010752688172,0.5,3.65,1.0,72.0,1.5,0.44505494505494503,-1.485288089381994,2016,SFO vs. ARI,ARI,1413.7228144852554,17.0,SFO,1400.2486398273843,17.0,1,3,-14.0,0,-850.0,671.0,1,0
ARI,4.0,0.4444444444444444,14.0,14.0,-22.200000000000003,0.0,-22.599999999999994,-0.580645161290323,1.5384615384615385,1.4285714285714286,0.0,5.0673481258183575,21.0,20.0,NFC West,1,0.0,42,0.4010416666666667,0.5920000000000001,6.35,4.0,1.0,4.0,1.0,50.0,0.0,0.0,0.46153846153846156,0.5670000000000001,5.54,3.419354838709677,1.0,3.4,1.0,75.0,1.0,0.46153846153846156,-1.0673481258183575,2016-11-20,2016,MIN,5.0,0.5555555555555556,12.0,13.0,1.9000000000000057,-1.4054054054054053,-33.099999999999994,-0.11538461538461542,1.8333333333333333,1.2307692307692308,0.25,4.975197275105034,20.0,16.0,NFC North,-4,3.0,23,0.5824404761904762,0.71,6.98,2.5945945945945947,1.0,2.6,1.0,42.0,0.0,12.0,0.42857142857142855,0.61,4.8,3.8846153846153846,1.0,3.9,1.0,53.0,2.0,0.42857142857142855,0.0248027248949656,2016,ARI vs. MIN,MIN,1442.77749058882,9.0,ARI,1434.6178519968348,15.0,1,6,-2.0,1,-125.0,113.0,0,0
ARI,4.0,0.4,14.0,13.0,-23.15,0.3243243243243241,-21.699999999999996,-0.7903225806451615,1.6263736263736264,1.487012987012987,-0.17045454545454541,5.43813322247199,22.0,20.5,NFC West,-1,-1.0,36,0.41820987654320985,0.583,6.165,4.324324324324325,1.5,4.3,1.0,50.0,1.0,-1.0,0.44505494505494503,0.5740000000000001,5.715,3.2096774193548385,1.0,3.2,1.0,74.0,1.0,0.44505494505494503,-1.4381332224719898,2016-11-27,2016,ATL,6.0,0.6,12.0,13.0,11.199999999999996,-0.09375,-8.0,-0.5,2.5,2.2738095238095237,0.6153846153846154,5.481085979312326,31.5,29.5,NFC South,-1,4.0,37,0.5568783068783069,0.6795,9.455,3.90625,2.5,3.9,1.0,68.5,1.0,3.0,0.4494949494949495,0.6819999999999999,7.115,3.5,3.0,3.5,1.0,57.5,1.0,0.4494949494949495,0.5189140206876743,2016,ARI vs. ATL,ATL,1542.707252145726,8.0,ARI,1385.7919025380563,19.0,1,19,-3.5,1,-187.0,168.0,0,0
